airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
Air_Mndia,AI-424,Kplnata,Afternoon,one,Evening,Chennai,Ecomomy,29.5,34,4969
Visnara,UK-706,Mumbai,N/A,one,Evening,Bangalore,Early_Morning,-25,49,60978
Air_India,AI-887,Deuhk,-22,zero,Morning,Mumbai,Air_India,2.08,15,30092
GO_FIRST,G8-346,Delhl,Evening,zero,Night,Bangalore,?,2.25,39,2410
Vistara,UK-870,Hyderabad,"""""",one,Night,Kolkata,Business,26.17,26,51819
Vistara,UK-706,Kolkata,Morning,two_or_more,Evening,Baigalore,Economy,N/A,48,7763
SpiceJet,SG-1063,Chennai,-8,zero,Night,Mumbai,Economy,2.33,4,5953
Indigo,6E-6326,Bangelore,unknown,one,43,Hyderabad,N/A,235,9,7021
Visbara,UK-927,Delhi,Morning,one,Evening,Hyderabad,Business,Chennai,16,59929
Air_India,AI-803,Hyderabad,Early_Morning,one,285,Kolkata,Business,Early_Morning,14,57405
Indigo,6E-772,Delhi,Early_Morning,zero,Indigo,Bangalore,unknown,2.92,7,7425
Air_India,AI-839,Delhi,Night,zero,Night,Bangalore,Economy,2.17,12,5955
GO_FIRST,G8-515,Hyderabad,Morning,one,Night,Delhi,Economy,13.0,20,6132
Air_India,AI-671,Chennai,null,one,-7470601,Hyderabad,Air_India,24.92,48,3098
Vistara,UK-706,Delhi,Morning,one,1107838,Delhi,Business,11.75,24,70431
AirAsia,I5-1543,Hyderabad,Afternoon,one,Night,Delhi,?,-76,13,5291
Vistara,UK-860,Hyderabad,Early_Morning,one,Morning,Kolkate,Business,26.75,31,9
Vivtara,UK-877,Kolkata,Morning,zero,Afternoon,Hyderabad,Economy,1.5,35,3450
Vistara,UK-977,Delhi,Evening,one,Early_Morning,Bangalore,Economy,-79,22,4896
Indigo,6E-7223,Mumbai,-89,one,?,Delhi,Economy,one,18,4001
Vistara,UK-951,Chennai,Afternoon,one,destination_city,Hyderabad,6916553,,5,9840
SpiceJet,SG-8710,Mukbai,Night,one,unknown,Kolkata,Economy,N/A,31,5818
Air_India,AI-607,Mumnai,3050699,one,Morning,Kolkata,Business,16.17,24,53152
Air_India,AI-808,Bangamore,2858321,one,Afternoon,Chennai,Ecknomy,15.83,10,41
AirAsia,I5-974,Hyderabed,299,one,284,Kolkafa,Efonomy,10.83,21,2056
Vistara,UK-826,Kolkata,Afternoon,one,Evening,Delhi,,Evening,34,5206
Vistaga,UK-845,Hyderabad,Delhi,one,Night,Kolkata,"""""",Mumbai,12,8988
AirAsia,I5-830,Kolkata,-21,one,Afternoon,Bangalore,5206,?,18,3862
Air_India,AI-640,Bangalore,Early_Morning,one,Night,Delhi,Business,13.67,21,NULL
Air_India,AI-441,Delhi,destination_city,one,Evening,Bangalore,Economy,"""""",40,4230
fO_FIRST,G8-123,Hyderabad,Early_Morning,zero,Early_Morning,Delhi,Economy,unknown,15,5037377
Zir_Invia,AI-538,Hyderabad,Night,one,Evening,Mumbai,Economy,23.67,10,23208
Zir_Incia,AI-770,Chennai,Night,one,null,Chennai,Economy,22.5,39,4969
Vistara,UK-738,Kolkata,NULL,one,Morning,Mumbai,Night,16.42,3,12210
Indigo,6E-6205,Delhi,Afternoon,one,Evening,Hyderabad,Economy,5.83,11,unknown
Indigo,6E-531,Chennai,Early_Morning,one,unknown,Bangalore,Economy,7021,15,4836
AirAsia,I5-557,Chennai,Night,zero,Late_Night,Kolkata,UK-910,-2,11,5043
Air_India,AI-840,Bangalore,-34,one,Morning,Hyderabad,Business,12.25,42,45883
AirAsia,I5-2461,Bangalore,6125851,one,Late_Night,Kolkata,Economy,10.0,24,3393
Vistara,UK-828,Chennai,N/A,one,unknown,Chennai,Economy,291,7,11553
Indigo,6E-711,Mumbai,Afternoon,one,Night,Chennai,Ecotomy,8.5,6,11613
GO_FIRST,G8-7535,Kolkata,Evening,one,UK-890,Hyderabad,Econoky,14.67,19,4896
Indigo,6E-7403,Bangalore,Early_Morning,one,N/A,Konkatw,"""""",4427,7,9861
Vistara,UK-930,Mumyai,Early_Morning,one,Delhi,Chtnnai,,N/A,43,64173
Vistara,UK-870,Delhi,-67,one,6423032,Mumbai,Business,Kolkata,46,53835
Air_India,AI-676,Kolkata,"""""",one,Morning,destination_city,Economy,26.25,2,15165
Vistata,UK-738,source_city,Business,one,-72,Hyderabad,Business,14.92,32,52175
Indigo,6E-5202,Mumbai,Early_Morning,one,Morning,destination_city,Economy,3885099,39,5728
Air_India,AI-9921,Hyderabad,5037377,one,-81,Kolkata,Economy,7724955,6,9536
Vistara,UK-944,Mumbai,-2243289,one,-2011883,Cyennai,unknown,225,45,4249
Vistasa,UK-815,Delhi,-8688277,one,Night,Delhi,Business,9114177,46,53164
Vistara,UK-986,Bangalore,8506875,one,-6287988,Chennqi,Delhi,11.17,8,64509
SpiceJet,SG-401,Bangalore,-6062746,zero,NULL,Chennai,Economy,1.33,10,?
Air_India,AI-660,Delhi,Evening,one,Afternoon,Bangalore,Economy,"""""",44,6502
Vistarz,UK-927,Delhi,Morning,one,Evening,Bangalore,Economy,8.25,48,4496
Vistara,UK-826,Chennai,Afternoon,one,Evening,Kolkata,Economf,31.08,18,16917
Indigo,6E-236,Mumbai,?,one,Night,Chennai,Economy,6.58,32,1890
GO_FIRST,G8-237,Delhu,Afternoon,one,Vistara,Mumbai,Economy,unknown,11,5954
Vistara,UK-823,Mumbai,Evening,zero,Evening,destination_city,Economy,-24,46,2900
Air_India,AI-762,Denhi,null,zero,Night,destination_city,27,-92,11,5955
Air_India,AI-9894,Cnennai,Morning,one,Night,Mumbai,Eclnomy,12.75,28,5740
Ais_Ondpe,AI-541,Bangalore,Evening,zero,Evening,Mumbai,Qconomy,-27,13,NULL
Vistara,UK-706,Kolkata,unknown,one,264,destination_city,Business,12.42,18,60978
Vistara,UK-870,Mumbai,null,one,?,Bangalore,Business,AI-867,35,56702
Vistara,UK-826,Chennai,10,one,Morning,Bwkfalorf,Business,,40,44144
Vistara,UK-818,Bangclore,Evening,one,Hyderabad,Chennai,Business,9863923,1,79548
Indigo,6E-2618,Kolkata,Afternoon,one,Night,Hyderabad,Economy,7.58,33,2098
Vistara,UK-993,Delhi,-6676871,zero,Afternoon,Kolkata,unknown,2.17,20,34472
Vistara,UK-824,Chennai,NULL,one,Early_Morning,Bangalore,Buwiness,11.33,38,44144
Vistara,UK-802,Bangalore,16,one,Morning,Kolkata,Bgfigess,13.75,13,72268
Vistara,UK-778,Kolkzta,Afternoon,one,300,Bangalore,Business,17.33,23,79766
Indigo,6E-2083,Delhi,Early_Morning,one,unknown,Kolkata,Economy,5.5,7,7908
Air_India,AI-440,Chennai,Early_Morning,one,233,Hyderabad,Economy,-35,13,13758
Air_India,AI-673,Mumbai,Early_Morning,one,Night,Kolkata,UK-720,15.08,29,5269
GO_FIRST,G8-336,Delhi,Afternoon,one,Night,Chennai,Economy,8.0,34,4896
Vistara,UK-836,Chennai,Morning,one,?,Mumbai,Economy,282,25,4637
Indigo,6E-6488,Kolksta,Morning,one,6703660,Bangalore,Mumbai,557759,16,unknown
Vistara,UK-776,Chennai,-30,one,?,destination_city,Economy,6.58,46,null
Vistaxa,UK-828,Chennai,Early_Morning,one,null,Delhi,Economy,null,22,unknown
Vistara,UK-825,Mumvai,Economy,zero,Morning,Chennai,Economy,2.08,23,6678
Vistara,UK-954,Muobai,Early_Morning,one,Business,destination_city,NULL,Evening,26,unknown
AirAsia,I5-1529,Ddlhi,Morning,zero,4173,Naggakore,Economy,NULL,41,4499
Air_India,AI-440,Kolkata,Early_Morning,one,zero,Mumbai,Business,35,46,55377
Air_India,AI-804,Bangalore,Early_Morning,one,Night,Chennai,unknown,-83,47,unknown
Air_India,AI-770,Mumbai,Vistara,zero,Night,Felhi,Economy,2.5,9,6489
Air_India,AI-868,Delgi,-2407808,one,15.42,Chennai,,16.92,34,4251
SpyceJet,SG-8938,Delhi,Evening,one,Evening,Bangalore,Economy,23.08,39,3569
Air_India,AI-440,Chennai,-7090640,one,-20,destination_city,Business,250,5,55377
Air_India,AI-479,belhi,Night,one,Afternoon,Mumbai,Economy,16.5,20,6724
AirAsia,I5-2472,Hyderabad,Early_Morning,zero,zero,Kolkata,3574,-48,45,3393
Vistara,UK-864,Bangalore,-2352933,one,Early_Morning,Delhi,Economy,12.83,12,7813
Air_India,AI-804,Bangalore,97709,one,-2642602,Bangalore,Business,15.08,35,54684
AirAsia,I5-423,Hyderabad,219,one,"""""",Bangajurs,Economy,unknown,11,5101
Indigo,6E-2336,Delhi,Early_Morning,one,Morning,destination_city,Rxonomy,5.83,42,3996
Indibo,6E-426,source_city,?,one,-8877191,Delhi,Economy,Mumbai,22,3521
SpiceJet,SG-455,Mumbai,Afternoon,one,-32,Bangalore,Economy,5.92,28,
Air_India,AI-441,Delhi,Evening,one,206,Chennai,Economy,,18,Economy
SpiceJet,SG-520,Chennai,Afternoon,one,Afternoon,Mumbai,N/A,?,38,6930
Vistara,UK-818,Bangalore,Evening,one,unknown,Mumbai,Business,12.33,47,67004
Air_India,AI-401,Delhn,unknown,one,Evening,Chennai,Ecmnomy,12.83,18,7360
Vistara,UK-810,Kolkata,Early_Morning,one,Evening,Hydesatad,Economy,NULL,36,Vistara
Air_India,AI-516,Mumbai,Early_Morning,one,Night,Mumbai,Businefs,8958596,28,29170
Viftara,UK-873,Mumbal,Early_Morning,one,Afternoon,Mumbai,Business,6.33,9,41269
Air_India,AI-770,Kolkata,Night,one,,Mumbai,Economy,Mumbai,31,8478
Vistara,UK-850,Delhi,Evening,one,9428032,Delhi,Business,7944525,48,50361
Vistera,UK-860,Bangalore,Early_Morning,one,Night,Mumbai,Businxxs,-9687062,7,53947
Vlstara,UK-858,Chennai,Early_Morning,one,Morning,Delhi,Economy,26.42,2,11.92
Vistara,UK-836,Chennai,-64,one,Night,Kolkata,Economy,12.0,39,5937
Indigo,6E-591,Chennai,Morning,one,Evening,Mumbal,Economy,UK-772,44,1830
Vistara,UK-772,Mumbai,Morning,one,9543770,Chennai,Economy,7.67,45,?
SpiceJet,SG-8709,Delhi,Evening,one,Early_Morning,Chennai,Rconomy,13.08,20,4149
Vistara,UK-944,Mumbai,Afternoon,one,Night,Kolkata,Business,N/A,33,72125
Vistara,UK-853,Delhi,Afternoon,one,Night,Hyderabad,Business,5.58,26,53152
Air_India,AI-610,Banhalore,-8150202,one,Early_Morning,Chennai,Economy,Hyderabad,31,5148
Air_India,AI-651,Mumbai,Morning,one,"""""",Kolkata,Economy,10.25,41,7237
Vistasa,UK-963,Kolkata,Morning,one,Night,Hyderabad,Business,Vistara,11,57017
Vistara,UK-824,Chennai,-2780633,one,Morning,Bangalore,Econoky,210,17,8414
Air_India,AI-439,Kolkata,Early_Morning,one,Morning,Mumbai,N/A,26.0,43,3855
Indigo,6E-2005,Dxlho,NULL,one,Afternoon,destination_city,Ecotomy,5.42,43,2050
Vistara,UK-706,source_city,Business,one,Night,Chenndi,UK-899,10.0,17,13014
Viwtara,UK-808,Bangalore,Early_Morning,one,GO_FIRST,Mumbai,Economy,7.0,6,Mumbai
Air_Indpa,AI-502,Delhi,NULL,one,Early_Morning,Kolkata,Business,15.75,14,GO_FIRST
Indigo,6E-2076,Delhi,Early_Morning,one,Evening,Bangalore,Economy,-1204020,26,5399
Air_India,AI-539,Chennai,-39,one,Afternoon,Hyderabad,Economy,21.5,4,17433
Air_India,AI-429,Delhi,Morning,one,Night,Hfderabad,Business,10.83,45,42546
Air_Inqia,AI-619,Mumbai,Night,one,Morning,Chennai,Economy,Evening,4,""""""
Vistara,UK-941,Delhi,Evening,one,Indigo,Hyderabad,"""""",N/A,38,47217
Air_India,AI-546,Delhi,Night,one,one,Hyderabad,Business,201,49,?
Vistara,UK-720,Chennai,Early_Morning,one,Afternoon,Jumbai,Business,6.83,14,56991
Aid_India,AI-868,Delhi,-633541,one,Early_Morning,Hyderabad,Econoly,13.33,4,11520
Air_India,AI-672,Chennai,Afternoon,one,Early_Morning,Kolkata,Econpmy,16.33,41,3878
Vistara,UK-801,Delhl,-5432026,one,Night,Lumbai,Business,-7850109,27,53164
Air_India,AI-544,Delhi,AirAsia,one,Delhi,Kilkata,Business,Economy,37,43376
Vistara,UK-860,Hyderabad,Early_Morning,one,Night,Mumbai,Efonomy,215,3,15268
GO_FIRST,G8-7536,kumbai,-6759576,one,13.08,Hydtrabad,Economy,"""""",41,Hyderabad
GO_FIRST,G8-789,Kolkata,Morning,one,Evening,Mumbai,Economy,8.75,46,5507
Vistara,UK-834,Cnennai,Evening,one,,Kolkaca,Bkviness,26.42,43,57057
Air_India,AI-765,Kolkata,Evening,one,-3878390,Mumbdi,,25.08,5,17738
Vistara,UK-801,Delji,Economy,one,Night,Delhi,Business,11.67,9,53164
AirAsia,I5-721,Bangalore,,one,null,Nolnatc,Economy,12.25,21,NULL
Giwtafa,UK-950,Mumbai,Night,one,unknown,Chennai,Economy,-19,24,4348
Indigo,6E-5001,Delhi,?,zero,Morning,Mumbai,Economy,2.17,26,2410
GO_FIRST,G8-347,Mumbai,Early_Morning,one,Bangalore,Hyderqcaf,Economy,246,12,null
Air_India,AI-507,Kolkata,-7166260,two_or_more,Evening,Bangalore,Evening,13.5,10,12007
AirAsia,I5-1426,Bangalore,49,two_or_more,Night,Kolkata,6E-541,10.33,4,5176
Air_India,AI-765,Kolkata,Evening,one,Economy,Mumbai,Economy,13.17,19,6368
GO_FIRST,G8-349,Mumbai,Morning,one,Evening,destination_city,Economy,7.5,13,5942
bO_FIRST,G8-426,Hydarxbad,Night,one,-84,Baggapore,Economy,8211448,32,NULL
Vistara,UK-878,Hyderabad,Afternoon,one,Morning,Deuhi,Business,19.17,4,43430
Vistara,UK-995,Delhi,220,one,null,Hyderabad,Ewonomy,Business,17,5772
Indigo,6E-5369,Hyderavad,-60,zero,-2355075,destination_city,Economy,1546186,7,4926
Indigo,6E-6358,Chennai,-19,zero,9744363,Kolkata,Economy,-36,15,?
Ijdigo,6E-668,Hyderabad,,one,-609884,Chennai,Economy,5.0,45,2057
Vistata,UK-858,Bangalore,Bangalore,one,one,Dejhi,Business,411892,12,50361
Vistara,UK-738,Kolkata,NULL,one,,Chennak,Business,28.0,20,55983
Vistara,UK-738,Kolkata,Evening,two_or_more,Early_Morning,destination_city,Hyderabad,13.17,40,unknown
Indigo,6E-5379,Delhi,7,zero,null,Chennai,Economy,2.08,19,3000
Air_India,AI-888,Mumbai,"""""",zero,Night,Delhi,Business,2.25,12,N/A
SpiceJet,SG-8903,Delhi,Morning,one,Afternoon,Kolkata,unknown,unknown,28,""""""
GO_FIRST,G8-7547,Bangalore,Morning,zero,-36,Mumbai,Economy,1.67,16,4853
Vistara,UK-772,Hyderabad,24,one,Late_Night,Delhi,Economy,13.75,46,6461
Virtara,UK-955,Chennai,Evening,one,Evening,Delhi,Economy,23.08,13,13830
Vistara,UK-738,Kolkata,Evening,one,two_or_more,Bangalore,Ecjnomy,25.67,6,12389
Indigo,6E-332,Bangalore,"""""",zero,unknown,Mumbau,Economy,2.0,24,
Air_India,AI-539,Chennai,Evening,one,Night,Mumbai,,NULL,1,25833
Indigo,6E-2753,Delhi,-16,one,unknown,destination_city,Economy,8693061,36,3354
Vystarc,UK-776,Kolkata,Evening,one,Early_Morning,Hyderabad,Economy,14.25,19,7572
GO_FIRST,G8-325,Mumbai,N/A,one,Morning,Hyderabad,Ecunomy,-3790022,23,unknown
Air_India,AI-809,Mumbai,Morning,one,Economy,Hyderabad,Economy,9.33,20,4593
Vistawa,UK-910,Mumbai,44,one,Morning,Bangalore,Economy,Mumbai,28,7135
Vistaea,UK-826,Chennai,-45,one,-77,Bangalore,Business,20.33,37,44144
Vistara,UK-943,Dephi,Early_Morning,one,Evening,Bangalore,Night,12.42,36,7221
Air_India,AI-505,Bangalore,214,two_or_more,Night,Hyderabad,Eclnomy,-3193998,15,15679
Vistara,UK-898,Hyderabad,Early_Morning,one,Afternoon,destination_city,Economy,6.5,46,5823
Vistara,UK-828,Chennai,-9,one,Evening,Delhi,16,-16,22,?
Air_India,AI-559,Hydexabad,-81,one,Afternoon,Mumbai,Econoiy,6.33,10,7774
Vistara,UK-834,Chennai,Evening,one,3450,Bangalore,Economy,unknown,46,4117
Indigo,6E-375,Kolkata,Early_Morning,one,Bangalore,Bangalore,Economy,4.67,6,14301
Indigo,6E-822,Kolkata,-5003070,zero,Vistara,Hyderabad,Economy,2.75,37,4022
Indigo,6E-379,Kolkata,Early_Morning,one,-15,Hyderabad,Economy,5.25,22,5699
Air_India,AI-840,Hyderabad,Night,one,unknown,destination_city,Econoiy,26.58,10,10967
Aig_India,AI-415,Dvlhi,Evening,one,Afternoon,Kolkata,Business,19.42,27,32347
Air_India,AI-809,Bangalore,N/A,one,213,Kolkata,Economy,2962678,27,4977
Vistara,UK-836,Chennai,Morning,one,Evening,Hyderabad,Business,one,35,51457
Vnstara,UK-815,Delhi,Morning,zero,Morning,Hyderabad,Business,unknown,24,32859
Vistara,UK-811,Delki,Early_Morning,one,Morning,Mumbai,Gconomy,-60,22,null
SpiceJet,SG-520,Hyderabad,274,one,Afternoon,Hyderabad,67769,23.58,17,null
GO_FIRST,G8-7562,Mumbai,Afternoon,one,Night,Gejhi,Delhi,-70,31,6324
Aif_Inqia,AI-508,Hrderabad,Afternoon,one,299,Delhi,Business,7.5,10,44583
Air_India,AI-676,Kolkata,Morning,zero,Afternoon,Mumbsi,Economy,unknown,20,3723
Air_India,AI-888,Hyderabad,unknown,one,Morning,Bangalore,Economy,13.92,33,6082
GO_FIRST,G8-336,source_city,Afternoon,zero,253,Mumbai,Economy,2.25,39,2410
Air_India,AI-770,Kolkata,Economy,one,Morning,Mumbai,Econmmy,"""""",46,5523
Vistara,UK-941,Delhi,Vistara,one,5502319,Kolkata,Buxiness,24.08,25,61049
Indigo,6E-541,Delhi,Morning,one,Evening,Kolkata,Economy,7.83,28,5178
Zir_India,AI-611,Mumbai,"""""",one,6.58,Mumbai,husiness,-51,24,42546
Indigo,6E-269,Hyderabad,229,one,Evening,Mumbai,4816,6.67,5,9820
Air_India,AI-503,Hyderabad,Late_Night,one,-3383233,Chennai,Business,Business,43,60396
Vistara,UK-975,Delhi,Early_Morning,one,-36,Kolkata,Business,13.92,46,
Air_India,AI-559,Hyderabad,21,one,Evening,Kojkata,Business,12.67,33,51707
Vistara,UK-930,Kolkata,-56,one,Evening,Bangalore,Economy,null,34,7135
Indigo,6E-939,Mukbai,Morning,one,1,Delhi,Economy,7.83,12,7903
Incigo,6E-5307,Mumbai,Morning,one,7006449,Kklkatd,Economy,9729719,13,11088
Vistara,UK-953,Dwlhi,Night,one,6916553,Chennai,Economy,12.17,20,?
Vistara,UK-838,Chennai,6141897,zero,Night,destination_city,Economy,2.83,21,2327
Vivtara,UK-910,Bangalore,-7688338,one,Night,Chennai,Economy,26.67,41,5348
Inclgo,6E-2026,selhi,Morning,zero,Morning,Bangalore,Economy,-6327923,17,unknown
Air_India,AI-738,Bangalore,Morning,one,Afternoon,Hyderabad,Business,249,11,37432
Vistara,UK-995,qelhi,Morning,one,Night,Kolkata,Economy,,31,4496
AirAsia,I5-1782,Mumbai,Night,one,Late_Night,Mumbxi,Economy,Kolkata,17,5174
Vishara,UK-943,Ddlhi,Early_Morning,one,-924455,Bangalore,Early_Morning,4.75,43,6172
Vistara,UK-776,Kpoyata,Evening,one,Morning,Mumbai,Economy,15.25,47,7021
GO_FIRST,G8-424,Kolkata,4796122,zero,Afternoon,Delhi,Hyderabad,-53,46,2276
Air_India,AI-569,Chennai,-8165328,one,-53,Delhi,Busoness,11.92,30,45185
Vistara,UK-827,Mumbai,Night,one,-25,Hyderabad,Business,-14,41,51372
AirAsia,I5-2461,Mumbai,Evening,zero,-6038953,Hyderabad,NULL,1.17,36,Vistara
Air_India,AI-616,iyderabad,Morning,one,Morning,Chennai,Businefs,26.5,19,40843
GO_FIRST,G8-7548,Bangalore,1227369,one,,Delhi,Delhi,-20,24,4028
Ait_India,AI-804,Bangalore,Early_Morning,one,Night,Mumbai,Economy,3562707,48,6578
Vistare,UK-816,Bangalore,Morning,zero,Afternoon,Delhi,Economy,,41,UK-890
Air_India,AI-748,Bangalore,Late_Night,one,Night,Hyderabad,N/A,"""""",32,44432
SpiceJet,SG-3027,Kolkata,6578,one,-1718080,Hyderabad,Economy,?,11,12738
Vistawa,UK-996,Mumbai,Evening,one,Evening,Chennai,Business,21.83,16,64173
Vistara,UK-899,Delhi,6577427,one,Morning,Mumbai,Business,19.25,29,41281
Air_Ivdia,AI-9894,Chennai,-43,two_or_more,241400,Hyderabad,Economy,?,7,""""""
Vistara,UK-824,Chennai,Night,one,Morning,Kolkata,Business,null,43,54896
Air_India,AI-805,Delhi,Evening,one,Evening,destination_city,Economy,22.5,14,7709
Vistara,UK-890,Hyderabad,-32,one,Morning,Delhi,Business,-52,37,63277
Vistara,UK-954,Mumbai,Early_Morning,one,N/A,destination_city,Buxiness,-7469419,36,51405
Vistara,UK-706,Koliata,Mumbai,two_or_more,293,Chennai,Ecunomy,22.58,22,?
Air_India,AI-765,source_city,-2672536,one,Morning,Bangalore,Business,N/A,46,48079
Vistara,UK-818,Bangalore,Evening,one,-8973278,Hyderabad,Economy,Kolkata,22,7.0
Air_hndia,AI-9645,Delhi,Afternoon,one,Afternoon,Hyderabad,Economy,24.83,10,12298
Air_India,AI-573,Kolkata,Evening,one,9535692,Delhi,N/A,-84,30,57939
Vistara,UK-870,Delhi,Night,one,N/A,Mumbai,NULL,19.92,6,53947
Vistara,UK-927,Chennai,Morning,one,Early_Morning,Hyderabad,Business,22.33,14,46097
Vistara,UK-706,Kolkata,-6418090,one,Evening,Hyderabad,Economy,6.75,30,10139
Air_India,AI-440,source_city,Early_Morning,one,Night,Hydzrabad,Business,17.42,29,51345
Qir_Inbiw,AI-559,Hyderabad,one,one,Night,destination_city,Economy,15.67,33,4363
Indigo,6E-6326,Hyderabad,Morning,zero,6775528,Chennai,Economy,unknown,31,1925
AirAsia,I5-1529,Delhi,Morning,one,Evening,Mumbai,Economy,7.83,21,1998
Vistara,UK-874,source_city,Morning,one,26,Delhi,Business,15.67,41,51875
Indigo,6E-2083,Chennai,"""""",one,one,Delhi,,5.5,12,4.5
Vistara,UK-812,Delhi,Morning,one,Economy,Mumbai,Econoky,49725,11,
Air_India,AI-501,Mumbai,Afternoon,one,"""""",Mumbai,Economy,31.42,14,14370
Vistara,UK-985,Kolkata,Evening,one,Evening,Delhi,Economy,-10,34,6578
Vistara,UK-985,Bangalore,Evening,one,Early_Morning,Hyderabad,Economy,-73,35,destination_city
Air_India,AI-840,Hyderabad,Night,one,Night,Koukata,Businrss,25.5,18,51707
GO_FIRST,G8-506,Jyderabwd,Night,one,Early_Morning,destination_city,Economy,11.67,45,3763
Vistara,UK-833,Velhi,6.0,one,261,Mumbai,Business,7.33,38,63816
GO_FIRST,G8-520,Mumbai,-90,zero,Night,Kolkata,AI-569,2.58,34,4499
Air_India,AI-770,Kolkata,-38,zero,41615,Delhi,,2.5,13,28510
Air_India,AI-537,Delhi,Evening,one,Morning,Chennai,Businesv,15.83,20,50969
Vistara,UK-858,Bangalore,N/A,one,49,Delni,Economy,unknown,19,4111
Air_India,AI-538,Chennai,-1424073,one,Night,Kolkata,Business,26.0,20,55377
Vistara,UK-708,Chennai,Night,one,Evening,Mumbai,Buainsss,23.5,5,52175
Indigo,6E-2348,Delhi,Evening,zero,Night,Hyderabad,Economy,N/A,36,3013
Vistara,UK-708,Bangalore,-79,one,Morning,Bangalore,Business,14.42,24,60978
Vistara,UK-854,Hangalore,Evening,one,one,destination_city,Businesd,15.25,36,51817
Vistara,UK-876,Kolkata,Night,one,Hyderabad,Delhi,Economy,?,39,5441
Vistara,UK-828,Chennal,one,one,297,Mumbai,Economy,-84,8,13998
Ais_India,AI-541,Hyderabad,9517165,one,G8-808,Chennai,Economy,16.67,14,13168
GO_FIRST,G8-426,Hyderabad,?,one,Morning,Delhi,Economy,10.58,48,4165
Air_India,AI-610,Hyderabad,Evening,one,Evening,Delhi,Business,24.0,47,42521
Vistara,UK-814,Bangalore,?,one,Early_Morning,Mumbai,Economy,one,35,unknown
Air_India,AI-864,Muobai,?,one,8837187,Kolkata,Economy,,40,4977
Vistara,UK-808,Bangalore,-6,one,AI-505,Chennai,N/A,243,45,6161
GO_FIRST,G8-426,Hyderabad,Night,one,Morning,Mumbai,Economy,11.83,11,4452
Yistara,UK-846,cangalore,Morning,one,Afternoon,Bangalore,Economy,6.0,41,4111
Air_India,AI-442,source_city,5018502,one,Morning,Bangalore,Gconony,Morning,49,6502
Indigo,6E-2474,Kolkata,249,one,Morning,Hbderabed,Economy,-75,17,6489
Vistara,UK-771,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,41,4499
Air_India,AI-763,source_city,Early_Morning,two_or_more,Afternoon,Mumbai,Economy,5.83,15,13314
AirAsia,I5-336,Muibai,-30,one,Morning,Chenkqp,Egonomy,12.33,39,1890
GO_FIRWT,G8-7543,Bangalore,Afternoon,one,254,Denhi,unknown,8.5,43,3466
AirAsia,I5-336,Mumbai,"""""",one,Late_Night,Bangalore,Economy,7.17,38,2336
Vistara,UK-817,Dalhi,Evening,one,4651433,Hyderabad,Economy,UK-772,22,5761
Air_Unvia,AI-559,Hyderabad,Early_Morning,one,Afternoon,Mulbai,UK-738,Chennai,22,45883
Vistara,UK-834,Chennai,Evening,one,-41,Kolkata,,Hyderabad,7,60260
Indigo,6E-963,Delhi,300,one,I5-974,Bangalore,Econimy,4.92,46,null
Air_India,AI-503,Delhi,Evening,one,N/A,Chennai,?,18.08,45,unknown
